"","SRR5116489.means","SRR5116490.means","SRR5116491.means","SRR5116492.means","SRR5116493.means","SRR5116494.means","SRR5116495.means","SRR5116496.means"
"hsa-miR-582-5p",3,5,10,30,12,5,22,20
"hsa-miR-583",0,0,0,0,0,0,0,0
"hsa-miR-584-3p",2,0,1,3,2,1,3,2
"hsa-miR-584-5p",271,377,423,1522,733,947,1517,871
"hsa-miR-585-3p",1,0,1,2,0,2,1,0
"hsa-miR-585-5p",1,0,1,1,1,1,1,0
"hsa-miR-586",0,0,0,0,1,0,1,0
"hsa-miR-587",0,0,0,0,0,0,0,0
"hsa-miR-588",0,0,0,0,0,0,2,1
"hsa-miR-589-3p",7,9,9,50,16,24,52,30
"hsa-miR-589-5p",25,31,45,156,66,80,147,148
"hsa-miR-590-3p",10,12,18,47,34,23,30,45
"hsa-miR-590-5p",1,1,1,2,0,0,0,0
"hsa-miR-591",0,0,0,0,0,0,0,0
"hsa-miR-592",0,0,0,1,1,0,0,0
"hsa-miR-593-3p",0,0,0,0,0,0,0,0
"hsa-miR-593-5p",0,0,0,0,0,0,0,0
"hsa-miR-595",0,0,0,0,0,0,0,0
"hsa-miR-596",0,0,0,0,0,0,0,0
"hsa-miR-597-3p",0,0,0,2,2,1,2,2
"hsa-miR-597-5p",0,0,0,0,0,0,0,2
"hsa-miR-598-3p",5,4,1,16,6,2,8,13
"hsa-miR-598-5p",0,0,0,0,0,0,0,0
"hsa-miR-599",0,0,0,0,0,0,0,0
"hsa-miR-600",0,0,0,0,0,0,0,0
"hsa-miR-601",0,0,0,0,0,0,0,0
"hsa-miR-602",0,0,0,0,0,0,0,0
"hsa-miR-603",0,0,0,0,0,0,0,0
"hsa-miR-604",0,0,0,0,0,0,0,0
"hsa-miR-605-3p",0,0,0,0,0,0,0,0
"hsa-miR-605-5p",0,0,0,0,0,0,0,0
"hsa-miR-606",0,0,0,0,0,0,0,0
"hsa-miR-6068",0,0,0,0,0,0,0,0
"hsa-miR-6069",0,0,0,0,0,0,0,0
"hsa-miR-607",0,0,0,0,0,0,1,0
"hsa-miR-6070",0,0,0,0,0,0,0,0
"hsa-miR-6071",0,0,0,0,0,0,0,0
"hsa-miR-6072",0,0,0,0,0,0,0,0
"hsa-miR-6073",0,0,0,0,0,0,0,0
"hsa-miR-6074",0,0,0,0,0,0,0,0
"hsa-miR-6075",0,0,0,0,0,0,0,0
"hsa-miR-6076",0,0,0,0,0,0,0,0
"hsa-miR-6077",0,0,0,0,0,0,0,0
"hsa-miR-6078",0,0,0,0,0,0,0,0
"hsa-miR-6079",0,0,0,0,0,0,0,0
"hsa-miR-608",0,0,0,0,0,0,0,0
"hsa-miR-6080",0,0,0,0,0,0,0,0
"hsa-miR-6081",0,0,0,0,0,0,0,0
"hsa-miR-6082",0,0,0,0,0,0,0,0
"hsa-miR-6083",0,0,0,0,0,0,0,0
"hsa-miR-6084",0,0,0,0,0,0,0,0
"hsa-miR-6085",0,0,0,0,0,0,0,0
"hsa-miR-6086",0,0,0,0,0,0,0,0
"hsa-miR-6088",0,0,0,0,0,0,0,0
"hsa-miR-6089",0,0,0,0,0,0,0,0
"hsa-miR-609",0,0,0,0,0,0,0,0
"hsa-miR-6090",0,0,0,0,0,0,0,0
"hsa-miR-610",0,0,0,1,0,0,0,0
"hsa-miR-611",0,0,0,0,0,0,0,0
"hsa-miR-612",0,0,0,0,0,0,0,0
"hsa-miR-6124",0,0,0,0,0,0,0,0
"hsa-miR-6125",0,0,0,0,0,0,0,0
"hsa-miR-6126",0,0,0,0,0,0,0,0
"hsa-miR-6127",0,0,0,0,0,0,0,0
"hsa-miR-6128",0,0,0,0,0,0,0,0
"hsa-miR-6129",0,0,0,0,0,0,0,0
"hsa-miR-613",0,0,0,0,0,0,0,0
"hsa-miR-6130",0,0,0,0,0,0,0,0
"hsa-miR-6131",0,0,0,0,0,0,0,0
"hsa-miR-6132",0,0,0,0,0,0,0,0
"hsa-miR-6133",0,0,0,0,0,0,0,0
"hsa-miR-6134",0,0,0,0,0,0,0,0
"hsa-miR-614",0,0,0,0,0,0,0,0
"hsa-miR-615-3p",29,22,31,144,42,64,132,87
"hsa-miR-615-5p",1,8,3,40,7,16,26,25
"hsa-miR-616-3p",0,0,1,2,1,0,1,1
"hsa-miR-616-5p",0,3,4,13,6,6,11,1
"hsa-miR-6165",0,0,0,0,0,0,0,0
"hsa-miR-617",0,0,0,0,0,0,0,0
"hsa-miR-618",0,0,0,0,0,0,0,0
"hsa-miR-619-3p",0,0,0,0,0,0,0,0
"hsa-miR-619-5p",1,2,1,3,4,1,4,3
"hsa-miR-620",0,0,0,0,0,0,0,0
"hsa-miR-621",0,0,0,0,0,0,0,0
"hsa-miR-622",0,0,0,0,0,0,0,0
"hsa-miR-623",0,0,0,0,0,0,0,0
"hsa-miR-624-3p",1,0,1,2,2,1,2,0
"hsa-miR-624-5p",0,1,3,3,3,0,4,0
"hsa-miR-625-3p",12,14,10,83,21,17,60,25
"hsa-miR-625-5p",13,9,17,105,29,19,55,47
"hsa-miR-626",0,0,0,0,0,0,0,0
"hsa-miR-627-3p",0,0,0,4,1,1,7,8
"hsa-miR-627-5p",2,5,4,17,5,4,12,10
"hsa-miR-628-3p",1,1,0,7,1,2,4,1
"hsa-miR-628-5p",3,2,0,10,4,5,6,4
"hsa-miR-629-3p",1,1,1,5,0,1,3,5
"hsa-miR-629-5p",3,4,2,12,5,3,14,9
"hsa-miR-630",0,0,0,0,0,0,0,0
"hsa-miR-631",0,0,0,0,0,0,0,0
"hsa-miR-632",0,0,0,0,0,0,0,0
"hsa-miR-633",0,0,0,0,0,0,0,0
"hsa-miR-634",0,0,0,0,0,0,0,0
"hsa-miR-635",0,0,0,0,0,0,0,0
"hsa-miR-636",1,1,1,4,0,0,8,0
"hsa-miR-637",0,0,0,0,0,0,0,0
"hsa-miR-638",0,0,0,0,0,0,0,0
"hsa-miR-639",0,0,0,0,0,0,0,0
"hsa-miR-640",0,0,0,0,0,0,0,0
"hsa-miR-641",3,4,5,32,13,5,33,28
"hsa-miR-642a-3p",0,1,4,1,1,2,1,2
"hsa-miR-642a-5p",8,1,2,0,4,3,4,1
"hsa-miR-642b-3p",0,0,0,0,0,0,0,0
"hsa-miR-642b-5p",1,0,0,0,0,0,1,0
"hsa-miR-643",0,1,0,4,1,0,1,1
"hsa-miR-644a",0,0,0,0,0,0,0,0
"hsa-miR-645",0,0,0,0,0,0,0,0
"hsa-miR-646",0,0,0,0,0,0,0,0
"hsa-miR-647",0,0,0,0,0,0,0,0
"hsa-miR-648",0,0,0,0,0,0,0,0
"hsa-miR-649",0,0,0,0,0,0,0,0
"hsa-miR-6499-3p",0,0,0,0,0,0,0,0
"hsa-miR-6499-5p",5,3,7,13,8,13,16,9
"hsa-miR-650",0,0,0,0,0,0,0,0
"hsa-miR-6500-3p",0,0,0,0,0,0,0,0
"hsa-miR-6500-5p",0,0,0,0,0,0,0,0
"hsa-miR-6501-3p",0,0,0,0,0,0,0,0
"hsa-miR-6501-5p",0,0,0,0,0,0,1,0
"hsa-miR-6502-3p",0,0,0,0,0,0,0,0
"hsa-miR-6502-5p",0,0,0,1,0,0,0,0
"hsa-miR-6503-3p",0,0,0,0,0,0,0,0
"hsa-miR-6503-5p",0,0,0,0,0,0,0,0
"hsa-miR-6504-3p",0,0,0,0,0,0,0,0
"hsa-miR-6504-5p",0,0,0,0,0,0,0,0
"hsa-miR-6505-3p",0,0,0,0,0,0,0,1
"hsa-miR-6505-5p",1,1,0,0,0,2,0,0
"hsa-miR-6506-3p",0,0,0,0,0,0,0,0
"hsa-miR-6506-5p",0,0,0,0,0,0,0,0
"hsa-miR-6507-3p",0,0,0,0,0,0,0,0
"hsa-miR-6507-5p",0,0,0,1,0,0,0,0
"hsa-miR-6508-3p",0,0,0,0,0,0,0,0
"hsa-miR-6508-5p",0,0,0,0,0,0,0,0
"hsa-miR-6509-3p",1,0,1,1,0,0,0,0
"hsa-miR-6509-5p",0,0,0,1,0,1,2,0
"hsa-miR-651-3p",0,0,0,0,0,0,0,1
"hsa-miR-651-5p",2,0,5,4,2,2,4,6
"hsa-miR-6510-3p",9,19,14,8,22,16,12,9
"hsa-miR-6510-5p",0,1,1,0,0,1,2,0
"hsa-miR-6511a-3p",0,1,0,9,2,4,4,1
"hsa-miR-6511a-5p",0,0,1,0,1,0,0,0
"hsa-miR-6511b-3p",1.5,2,2,2,0,5,1,1
"hsa-miR-6511b-5p",0,0,1,0,2,0,0,0
"hsa-miR-6512-3p",0,0,0,0,0,0,0,0
"hsa-miR-6512-5p",0,0,0,0,0,0,0,0
"hsa-miR-6513-3p",0,0,1,6,3,0,0,1
"hsa-miR-6513-5p",0,2,0,1,1,2,4,3
"hsa-miR-6514-3p",0,0,0,0,0,0,0,0
"hsa-miR-6514-5p",0,0,0,0,0,0,0,1
"hsa-miR-6515-3p",0,0,0,0,0,0,0,0
"hsa-miR-6515-5p",0,0,0,2,0,0,3,1
"hsa-miR-6516-3p",0,0,0,0,2,0,0,1
"hsa-miR-6516-5p",0,0,1,0,0,0,1,1
"hsa-miR-652-3p",21,16,30,93,33,26,59,49
"hsa-miR-652-5p",3,0,0,3,1,0,1,1
"hsa-miR-6529-3p",0,0,0,0,0,0,0,0
"hsa-miR-6529-5p",1,0,0,1,0,4,0,0
"hsa-miR-653-3p",0,0,0,0,0,0,0,0
"hsa-miR-653-5p",0,0,0,0,0,0,0,0
"hsa-miR-654-3p",12,45,1,142,49,106,35,93
"hsa-miR-654-5p",0,0,0,2,0,3,1,0
"hsa-miR-655-3p",0,0,0,1,0,1,0,0
"hsa-miR-655-5p",0,0,0,1,0,1,0,0
"hsa-miR-656-3p",0,0,0,0,1,2,1,1
"hsa-miR-656-5p",0,0,0,0,0,0,0,0
"hsa-miR-657",0,0,0,0,0,0,0,0
"hsa-miR-658",0,0,0,0,0,0,0,0
"hsa-miR-659-3p",0,0,0,0,0,0,0,0
"hsa-miR-659-5p",3,3,2,7,7,1,8,7
"hsa-miR-660-3p",0,2,1,0,0,0,0,1
"hsa-miR-660-5p",61,54,88,141,115,72,121,77
"hsa-miR-661",0,0,0,0,0,0,0,0
"hsa-miR-662",0,0,0,0,0,0,0,0
"hsa-miR-663a",0,0,0,0,0,0,1,0
"hsa-miR-663b",0,0,0,0,0,1,0,0
"hsa-miR-664a-3p",4,8,12,13,9,5,5,7
"hsa-miR-664a-5p",4,4,4,5,1,0,2,2
"hsa-miR-664b-3p",2,0,0,0,0,2,0,0
"hsa-miR-664b-5p",0,0,0,0,0,0,0,0
"hsa-miR-665",0,0,0,0,0,0,0,0
"hsa-miR-668-3p",0,2,0,0,0,1,0,1
"hsa-miR-668-5p",0,0,0,0,0,0,0,0
"hsa-miR-670-3p",0,0,0,0,0,0,0,0
"hsa-miR-670-5p",0,0,0,0,0,0,0,0
"hsa-miR-671-3p",58,73,78,432,68,163,211,229
"hsa-miR-671-5p",1,4,5,14,7,6,10,15
"hsa-miR-6715a-3p",0,0,0,0,0,0,0,0
"hsa-miR-6715b-3p",0,0,0,0,0,0,0,0
"hsa-miR-6715b-5p",0,0,0,0,0,0,0,0
"hsa-miR-6716-3p",1,0,1,11,1,1,2,2
"hsa-miR-6716-5p",0,0,0,0,0,0,0,0
"hsa-miR-6717-5p",0,0,0,0,0,0,0,0
"hsa-miR-6718-5p",0,0,0,0,0,0,0,0
"hsa-miR-6719-3p",0,1,0,0,0,0,0,0
"hsa-miR-6720-3p",0,0,0,0,0,0,0,1
"hsa-miR-6720-5p",0,0,0,0,0,0,0,1
"hsa-miR-6721-5p",0,0,0,0,0,0,0,0
"hsa-miR-6722-3p",0,0,0,0,0,0,0,0
"hsa-miR-6722-5p",0,0,0,0,0,0,0,0
"hsa-miR-6724-5p",0,1,0,2,2,3,2,2
"hsa-miR-6726-3p",0,0,0,0,0,0,0,0
"hsa-miR-6726-5p",0,0,0,0,0,0,0,0
"hsa-miR-6727-3p",0,0,0,0,0,0,0,0
"hsa-miR-6727-5p",0,0,0,1,0,0,1,0
"hsa-miR-6728-3p",0,0,0,0,0,0,0,0
"hsa-miR-6728-5p",0,0,0,0,0,1,0,0
"hsa-miR-6729-3p",0,0,0,0,0,0,0,0
"hsa-miR-6729-5p",0,0,0,0,0,0,0,0
"hsa-miR-6730-3p",0,0,0,0,0,0,0,0
"hsa-miR-6730-5p",0,0,0,0,0,0,0,0
"hsa-miR-6731-3p",0,0,0,0,0,0,0,0
"hsa-miR-6731-5p",0,0,0,0,0,0,0,0
"hsa-miR-6732-3p",1,0,0,0,0,1,0,0
"hsa-miR-6732-5p",0,0,0,0,1,0,0,0
"hsa-miR-6733-3p",0,0,0,0,0,0,0,0
"hsa-miR-6733-5p",0,0,1,4,0,0,0,0
"hsa-miR-6734-3p",0,0,0,0,0,0,0,0
"hsa-miR-6734-5p",1,0,0,0,0,1,0,0
"hsa-miR-6735-3p",0,0,1,0,0,0,0,0
"hsa-miR-6735-5p",0,1,0,4,0,1,1,0
"hsa-miR-6736-3p",0,0,0,0,0,0,0,0
"hsa-miR-6736-5p",0,0,0,0,0,0,0,0
"hsa-miR-6737-3p",0,0,0,1,0,0,1,0
"hsa-miR-6737-5p",0,0,0,0,0,0,0,0
"hsa-miR-6738-3p",0,0,0,1,0,0,0,0
"hsa-miR-6738-5p",0,0,0,0,0,0,0,0
"hsa-miR-6739-3p",0,0,0,0,0,0,0,0
"hsa-miR-6739-5p",0,0,0,0,0,0,0,0
"hsa-miR-6740-3p",0,0,0,0,0,0,0,0
"hsa-miR-6740-5p",0,0,1,1,0,0,0,1
"hsa-miR-6741-3p",0,0,1,0,0,0,0,0
"hsa-miR-6741-5p",0,0,0,1,0,0,0,0
"hsa-miR-6742-3p",0,0,0,0,0,0,0,0
"hsa-miR-6742-5p",0,0,0,0,0,0,0,0
"hsa-miR-6743-3p",0,0,0,0,0,0,1,0
"hsa-miR-6743-5p",0,0,0,0,0,0,0,0
"hsa-miR-6744-3p",0,0,0,0,0,0,0,0
"hsa-miR-6744-5p",0,0,0,0,0,0,0,0
"hsa-miR-6745",0,0,0,0,0,0,0,0
"hsa-miR-6746-3p",0,0,0,0,0,0,0,0
"hsa-miR-6746-5p",0,0,0,0,0,0,0,0
"hsa-miR-6747-3p",0,0,1,0,0,0,0,0
"hsa-miR-6747-5p",0,0,0,0,0,0,0,0
"hsa-miR-6748-3p",0,0,0,0,0,0,0,0
"hsa-miR-6748-5p",0,0,0,0,0,0,0,0
"hsa-miR-6749-3p",0,0,0,0,0,0,0,0
"hsa-miR-6749-5p",0,0,0,0,0,1,0,0
"hsa-miR-675-3p",0,0,1,1,0,0,0,0
"hsa-miR-675-5p",0,0,0,0,0,0,0,0
"hsa-miR-6750-3p",0,0,0,0,0,0,0,0
"hsa-miR-6750-5p",0,0,1,0,0,0,0,0
"hsa-miR-6751-3p",0,0,0,0,0,0,0,0
"hsa-miR-6751-5p",0,0,0,0,0,0,1,0
"hsa-miR-6752-3p",0,0,0,0,0,0,0,0
"hsa-miR-6752-5p",0,0,0,0,0,0,0,0
"hsa-miR-6753-3p",0,0,0,0,1,0,0,0
"hsa-miR-6753-5p",0,0,0,1,0,0,0,0
"hsa-miR-6754-3p",0,0,0,0,0,0,0,0
"hsa-miR-6754-5p",0,0,0,0,0,0,0,0
"hsa-miR-6755-3p",0,0,0,0,0,0,0,0
"hsa-miR-6755-5p",0,0,0,0,0,0,0,0
"hsa-miR-6756-3p",0,0,0,0,0,0,0,0
"hsa-miR-6756-5p",0,0,0,0,0,0,0,0
"hsa-miR-6757-3p",0,0,0,0,0,0,0,0
"hsa-miR-6757-5p",0,0,0,0,0,0,0,0
"hsa-miR-6758-3p",0,0,0,0,0,0,0,0
"hsa-miR-6758-5p",0,0,0,0,0,0,0,0
"hsa-miR-6759-3p",0,0,0,0,0,0,0,0
"hsa-miR-6759-5p",0,0,0,0,0,0,0,0
"hsa-miR-676-3p",0,0,0,2,1,1,1,0
"hsa-miR-676-5p",0,0,0,1,0,0,0,0
"hsa-miR-6760-3p",0,0,0,0,0,0,0,0
"hsa-miR-6760-5p",0,0,0,0,0,0,0,0
"hsa-miR-6761-3p",0,0,0,0,0,1,0,0
"hsa-miR-6761-5p",0,1,0,0,0,0,0,0
"hsa-miR-6762-3p",0,0,0,0,0,0,0,0
"hsa-miR-6762-5p",0,0,0,0,0,0,0,0
"hsa-miR-6763-3p",0,0,0,0,0,0,0,0
"hsa-miR-6763-5p",0,0,0,0,0,0,0,0
"hsa-miR-6764-3p",0,0,0,0,0,0,0,0
"hsa-miR-6764-5p",0,0,0,1,0,0,0,0
"hsa-miR-6765-3p",0,0,0,0,0,0,0,0
"hsa-miR-6765-5p",0,0,0,0,0,0,0,0
"hsa-miR-6766-3p",0,1,1,0,0,0,0,0
"hsa-miR-6766-5p",0,0,0,0,0,0,0,0
"hsa-miR-6767-3p",0,0,0,0,0,0,0,0
"hsa-miR-6767-5p",0,0,0,0,0,0,0,1
"hsa-miR-6768-3p",0,0,0,0,0,0,0,0
"hsa-miR-6768-5p",0,0,0,0,0,0,0,0
"hsa-miR-6769a-3p",0,0,0,0,0,0,0,0
"hsa-miR-6769a-5p",0,0,0,0,0,0,0,0
"hsa-miR-6769b-3p",0,0,0,0,0,0,0,0
"hsa-miR-6769b-5p",0,0,0,0,0,0,0,0
"hsa-miR-6770-3p",1,0,0,1,0,0,1,1
"hsa-miR-6770-5p",0,0,0,0,0,0,1,0
"hsa-miR-6771-3p",0,0,0,0,0,0,0,0
"hsa-miR-6771-5p",0,0,0,0,0,0,0,0
"hsa-miR-6772-3p",0,0,0,2,1,0,0,1
"hsa-miR-6772-5p",0,0,0,0,0,1,0,0
"hsa-miR-6773-3p",0,0,0,0,0,0,0,0
"hsa-miR-6773-5p",0,0,0,0,0,0,0,0
"hsa-miR-6774-3p",0,0,0,0,0,0,0,0
"hsa-miR-6774-5p",0,0,0,0,0,0,0,0
"hsa-miR-6775-3p",0,0,0,0,0,0,1,0
"hsa-miR-6775-5p",0,0,0,0,0,0,0,0
"hsa-miR-6776-3p",0,0,0,0,0,0,0,0
"hsa-miR-6776-5p",0,0,0,0,0,0,0,0
"hsa-miR-6777-3p",2,0,1,2,1,0,2,1
"hsa-miR-6777-5p",0,0,0,0,0,0,1,0
"hsa-miR-6778-3p",0,0,0,0,0,0,0,0
"hsa-miR-6778-5p",0,0,0,0,0,0,0,0
"hsa-miR-6779-3p",0,0,0,1,0,0,0,0
"hsa-miR-6779-5p",0,0,0,0,0,0,0,0
"hsa-miR-6780a-3p",0,0,0,0,0,0,0,0
"hsa-miR-6780a-5p",0,0,0,0,0,0,0,1
"hsa-miR-6780b-3p",0,0,0,0,0,0,0,0
"hsa-miR-6780b-5p",0,0,0,0,0,0,0,0
"hsa-miR-6781-3p",0,0,0,0,0,0,0,0
"hsa-miR-6781-5p",0,0,0,0,0,0,0,0
"hsa-miR-6782-3p",0,0,0,0,0,0,0,0
"hsa-miR-6782-5p",0,0,0,0,0,0,0,0
"hsa-miR-6783-3p",0,0,0,0,0,0,0,1
"hsa-miR-6783-5p",0,0,0,1,0,1,1,0
"hsa-miR-6784-3p",0,0,0,0,0,0,0,0
"hsa-miR-6784-5p",0,0,0,0,0,0,0,0
"hsa-miR-6785-3p",1,0,0,0,0,0,0,0
"hsa-miR-6785-5p",0,0,0,1,0,0,0,0
"hsa-miR-6786-3p",0,0,2,1,1,0,2,0
"hsa-miR-6786-5p",0,0,0,0,0,0,0,0
"hsa-miR-6787-3p",0,0,0,0,0,0,0,0
"hsa-miR-6787-5p",0,0,0,0,1,0,1,0
"hsa-miR-6788-3p",0,0,0,0,0,0,0,0
"hsa-miR-6788-5p",0,0,0,0,0,0,0,0
"hsa-miR-6789-3p",0,0,0,0,0,0,0,0
"hsa-miR-6789-5p",0,0,0,0,0,0,1,0
"hsa-miR-6790-3p",0,0,0,0,1,0,0,0
"hsa-miR-6790-5p",0,0,0,0,0,0,0,0
"hsa-miR-6791-3p",0,0,0,0,0,0,0,0
"hsa-miR-6791-5p",0,0,0,0,0,0,0,0
"hsa-miR-6792-3p",0,0,0,0,0,0,0,0
"hsa-miR-6792-5p",0,0,0,0,0,0,0,0
"hsa-miR-6793-3p",0,0,0,0,0,0,0,0
"hsa-miR-6793-5p",0,0,0,0,0,0,0,0
"hsa-miR-6794-3p",0,0,0,1,0,0,0,0
"hsa-miR-6794-5p",0,0,0,0,0,0,0,0
"hsa-miR-6795-3p",0,0,0,0,0,0,0,0
"hsa-miR-6795-5p",0,0,0,0,0,0,0,0
"hsa-miR-6796-3p",0,0,0,0,0,0,0,0
"hsa-miR-6796-5p",0,0,0,0,0,0,0,0
"hsa-miR-6797-3p",0,0,0,0,0,0,0,0
"hsa-miR-6797-5p",0,0,0,0,0,0,0,0
"hsa-miR-6798-3p",0,0,0,0,0,0,0,0
"hsa-miR-6798-5p",0,0,0,0,0,0,0,0
"hsa-miR-6799-3p",0,0,0,0,0,0,0,0
"hsa-miR-6799-5p",0,0,0,0,0,0,0,0
"hsa-miR-6800-3p",0,0,0,0,0,0,0,0
"hsa-miR-6800-5p",0,0,0,0,0,0,0,0
"hsa-miR-6801-3p",0,0,0,0,0,0,0,0
"hsa-miR-6801-5p",0,0,0,0,0,0,0,0
"hsa-miR-6802-3p",0,0,0,0,0,0,1,0
"hsa-miR-6802-5p",0,0,0,0,0,0,0,0
"hsa-miR-6803-3p",0,1,0,1,0,1,1,0
"hsa-miR-6803-5p",0,0,0,0,0,0,0,0
"hsa-miR-6804-3p",0,0,0,0,0,0,0,0
"hsa-miR-6804-5p",0,0,0,0,0,0,0,0
"hsa-miR-6805-3p",0,0,0,0,0,0,0,0
"hsa-miR-6805-5p",0,0,0,0,0,1,0,0
"hsa-miR-6806-3p",0,0,0,0,0,0,0,0
"hsa-miR-6806-5p",0,0,0,0,0,0,0,0
"hsa-miR-6807-3p",0,0,1,1,0,0,0,0
"hsa-miR-6807-5p",0,0,0,0,0,0,0,0
"hsa-miR-6808-3p",0,0,0,0,0,0,0,0
"hsa-miR-6808-5p",0,0,0,0,0,0,0,0
"hsa-miR-6809-3p",0,0,0,0,0,0,0,0
"hsa-miR-6809-5p",0,0,0,0,0,0,0,0
"hsa-miR-6810-3p",0,0,0,0,0,0,0,0
"hsa-miR-6810-5p",0,0,0,0,0,0,0,0
"hsa-miR-6811-3p",0,0,0,0,0,0,0,0
"hsa-miR-6811-5p",0,0,0,0,0,0,0,0
"hsa-miR-6812-3p",0,0,0,0,0,0,0,0
"hsa-miR-6812-5p",0,0,0,0,0,0,0,0
"hsa-miR-6813-3p",0,0,0,0,0,0,0,0
"hsa-miR-6813-5p",0,0,0,0,0,0,0,0
"hsa-miR-6814-3p",0,0,0,0,0,0,0,0
"hsa-miR-6814-5p",0,0,1,0,0,0,0,0
"hsa-miR-6815-3p",0,0,0,0,0,0,0,0
"hsa-miR-6815-5p",0,0,0,0,0,0,0,0
"hsa-miR-6816-3p",0,0,1,0,0,0,0,0
"hsa-miR-6816-5p",0,0,0,0,0,0,0,0
"hsa-miR-6817-3p",0,0,0,0,0,0,0,0
"hsa-miR-6817-5p",0,0,0,0,0,0,0,0
"hsa-miR-6818-3p",0,0,0,0,0,0,0,0
"hsa-miR-6818-5p",1,0,0,2,1,0,0,0
"hsa-miR-6819-3p",0,0,0,0,0,0,0,0
"hsa-miR-6819-5p",0,1,0,0,0,0,0,0
"hsa-miR-6820-3p",0,0,0,0,0,0,0,0
"hsa-miR-6820-5p",0,0,0,3,0,1,1,0
"hsa-miR-6821-3p",0,0,0,0,0,0,0,0
"hsa-miR-6821-5p",0,0,0,0,0,0,0,0
"hsa-miR-6822-3p",0,0,0,0,0,0,0,0
"hsa-miR-6822-5p",0,0,0,0,0,0,0,0
"hsa-miR-6823-3p",0,0,0,0,0,0,0,0
"hsa-miR-6823-5p",0,0,0,0,0,0,0,0
"hsa-miR-6824-3p",0,0,0,0,0,0,0,0
"hsa-miR-6824-5p",0,0,0,0,0,0,0,0
"hsa-miR-6825-3p",0,0,0,0,0,0,0,0
"hsa-miR-6825-5p",0,0,0,0,0,0,0,0
"hsa-miR-6826-3p",0,0,0,0,0,0,0,0
"hsa-miR-6826-5p",0,0,0,1,0,0,0,1
"hsa-miR-6827-3p",0,0,0,0,0,0,0,0
"hsa-miR-6827-5p",0,0,0,0,0,0,0,0
"hsa-miR-6828-3p",0,0,0,0,0,0,0,0
"hsa-miR-6828-5p",0,0,0,0,0,0,0,0
"hsa-miR-6829-3p",0,0,0,0,0,0,0,0
"hsa-miR-6829-5p",0,0,0,0,0,0,0,0
"hsa-miR-6830-3p",0,0,0,0,0,0,0,0
"hsa-miR-6830-5p",0,0,0,0,0,0,0,0
"hsa-miR-6831-3p",0,0,0,0,0,0,0,0
"hsa-miR-6831-5p",0,0,0,0,0,0,0,0
"hsa-miR-6832-3p",0,0,0,0,0,0,0,0
"hsa-miR-6832-5p",0,0,0,0,0,0,0,0
"hsa-miR-6833-3p",0,0,0,0,0,0,0,0
"hsa-miR-6833-5p",0,0,0,0,0,0,0,0
"hsa-miR-6834-3p",0,0,0,1,0,1,0,0
"hsa-miR-6834-5p",0,0,0,0,0,0,0,0
"hsa-miR-6835-3p",0,0,0,0,0,0,0,0
"hsa-miR-6835-5p",0,0,0,1,0,0,0,0
"hsa-miR-6836-3p",0,0,0,0,0,0,0,0
"hsa-miR-6836-5p",0,1,1,0,0,0,1,0
"hsa-miR-6837-3p",0,0,2,2,1,0,0,0
"hsa-miR-6837-5p",0,0,0,0,0,0,0,0
"hsa-miR-6838-3p",0,0,0,0,0,0,0,0
"hsa-miR-6838-5p",0,0,0,0,1,0,0,0
"hsa-miR-6839-3p",0,0,0,0,0,0,0,0
"hsa-miR-6839-5p",0,0,1,0,0,0,0,0
"hsa-miR-6840-3p",0,0,0,0,1,0,1,0
"hsa-miR-6840-5p",1,3,0,4,5,0,4,0
"hsa-miR-6841-3p",0,0,0,0,0,0,0,0
"hsa-miR-6841-5p",0,0,0,0,0,0,0,0
"hsa-miR-6842-3p",2,5,1,6,6,2,8,3
"hsa-miR-6842-5p",0,0,0,0,0,0,0,0
"hsa-miR-6843-3p",0,0,0,0,0,0,0,0
"hsa-miR-6844",0,0,0,0,0,0,0,0
"hsa-miR-6845-3p",0,0,0,0,0,0,0,0
"hsa-miR-6845-5p",0,0,0,0,0,1,0,1
"hsa-miR-6846-3p",0,0,0,0,0,0,0,0
"hsa-miR-6846-5p",0,0,0,0,0,0,0,0
"hsa-miR-6847-3p",0,0,0,0,0,0,0,0
"hsa-miR-6847-5p",1,0,0,4,1,2,1,1
"hsa-miR-6848-3p",0,0,0,0,0,0,0,0
"hsa-miR-6848-5p",0,0,0,0,0,0,0,0
"hsa-miR-6849-3p",0,0,0,0,0,0,0,0
"hsa-miR-6849-5p",0,0,0,0,0,0,0,0
"hsa-miR-6850-3p",1,0,1,0,0,0,1,0
"hsa-miR-6850-5p",1,0,2,2,0,1,2,0
"hsa-miR-6851-3p",0,0,0,0,0,0,0,0
"hsa-miR-6851-5p",0,0,0,1,0,2,1,0
"hsa-miR-6852-3p",0,0,0,0,0,0,0,0
"hsa-miR-6852-5p",2,0,1,2,3,1,2,2
"hsa-miR-6853-3p",0,0,1,0,0,0,0,0
"hsa-miR-6853-5p",0,0,0,0,0,0,0,0
"hsa-miR-6854-3p",0,0,0,0,0,0,0,0
"hsa-miR-6854-5p",1,0,0,0,0,0,0,0
"hsa-miR-6855-3p",0,0,0,1,0,0,1,0
"hsa-miR-6855-5p",0,0,0,0,0,0,0,0
"hsa-miR-6856-3p",0,0,0,0,0,0,0,0
"hsa-miR-6856-5p",0,0,0,0,0,0,0,0
"hsa-miR-6857-3p",0,0,0,0,0,0,0,0
